Knowledge Article: Question,Knowledge Article: URL Name,Knowledge Article: Answer
Why is my co-owner allowed to withdraw part of his Retirement Account savings while I am not allowed to do so?,why-is-my-co-owner-allowed-to-withdraw-part-of-his-retirement-account-savings-while-i-am-not-allowed-to-do-so,"In households where the property does not last all co-owners until age 95, only the co-owner(s) who are covered by the lease until age 95 can choose to set aside their Full Retirement Sum (FRS) with a mixture of property (up to half the FRS) and cash, and hence withdraw their Retirement Account savings down to their Basic Retirement Sum*.   * Excluding interest, any government grants and top-ups made under the Retirement Sum Topping-up Scheme.   Find out more about the importance of having a property lease that lasts until you are 95 years old ."
Will my CPF savings withdrawn under the CPF Investment Scheme be used to make up my Full Retirement Sum when I turn 55?,will-my-cpf-savings-withdrawn-under-the-cpf-investment-scheme-be-used-to-make-up-my-full-retirement-sum-when-i-turn-55,"No, your CPF savings withdrawn under the CPF Investment Scheme will not be used to make up your Full Retirement Sum (FRS) . Your FRS is made up using your Special Account (SA) and Ordinary Account (OA) savings.   Find out how your FRS is set aside when you turn 55 ."
What will happen if I am not eligible for a Home Protection Scheme cover?,what-will-happen-if-i-am-not-eligible-for-a-home-protection-scheme-cover,"If you have a serious pre-existing medical condition and are not eligible for Home Protection Scheme (HPS) cover, you can still use your CPF savings to pay your monthly housing instalment.   If you were previously covered under HPS, you may be eligible to port your previous HPS cover to your new property.   Find out how you can qualify for porting your previous HPS cover:   How do I qualify for the porting of my previous Home Protection Scheme cover to my new property?   You may also consider applying for insurance coverage from private insurers."
What should I do if I have omitted to declare certain health condition in my Home Protection Scheme application?,what-should-i-do-if-i-have-omitted-to-declare-certain-health-condition-in-my-home-protection-scheme-application,"Please write to us  to declare any health condition which you have omitted in your earlier Home Protection Scheme (HPS) application. Your declaration should include details of your health condition and a copy of your medical report, if any.   We will assess your eligibility for an HPS cover based on the additional health information declared."
Why am I required to attend a medical examination for my Home Protection Scheme application?,why-am-i-required-to-attend-a-medical-examination-for-my-home-protection-scheme-application,"Your eligibility for Home Protection Scheme (HPS) cover is subject to approval and you being in good health. To assess your eligibility for HPS cover, we may arrange a medical examination for you and/or request a copy of the medical report on your health condition.   You will be notified by CPF Board if you are scheduled for an HPS medical examination. You may check or reschedule your appointment online via e-Medical Appointment Service .   Find out more:   Can I provide my own medical report instead of attending the Home Protection Scheme medical examination?"
"If my employee/platform worker/insured has used his/her MediSave and/or MediShield Life for medical expenses, do I need to reimburse my employee/platform worker/insured?",if-my-employee-insured-has-used-his-her-medisave-and-or-medishield-life-for-medical-expenses-do-i-need-to-reimburse-my-employee-insured,"As an employer/platform operator/insurer, you are required to reimburse your employee/platform worker/insured's MediSave and/or MediShield Life if you have the contractual obligation to provide for their medical expenses."
What should I do if I need to withdraw more than the maximum online Daily Withdrawal Limit?,what-should-i-do-if-i-need-to-withdraw-more-than-the-maximum-online-daily-withdrawal-limit,"The Daily Withdrawal Limit only applies to online CPF lump sum withdrawals made under withdrawals for immediate needs for members aged 55 and above . From 25 September 2024, if you need to withdraw an amount above $50,000, you may consider doing so online over multiple days. Alternatively, you may also wish to consider booking an appointment (Select ‘Retirement Income’ then ‘Withdrawal above maximum online Daily Withdrawal Limit’) to withdraw your preferred amount in person at CPF Service Centres. Generally, the next available appointment would be in a week’s time; subsequently, members will receive their withdrawn CPF savings in their bank account registered with us generally within 5 working days. To minimise any potential delay during the withdrawal process, we encourage members intending to make large withdrawals to plan in advance."
Why is the interest earned on Retirement Account not withdrawable?,why-is-the-interest-earned-on-retirement-account-not-withdrawable,"The interest earned on Retirement Account savings is meant to build up your retirement savings and increase your monthly retirement payouts. Hence, it is not withdrawable in a lump sum. "
How do I terminate my/my dependant's GIRO arrangement for MediShield Life and/or CareShield Life premiums?,how-do-i-terminate-my-giro-arrangement-for-medishield-life-premiums,You can approach your bank to terminate your GIRO arrangement for MediShield Life and/or CareShield Life premiums.
What type of CPF withdrawals does the online Daily Withdrawal Limit apply to and how do I change the online Daily Withdrawal Limit?,what-type-of-cpf-withdrawals-does-the-daily-withdrawal-limit-apply-to-and-how-do-i-change-the-daily-withdrawal-limit,"The Daily Withdrawal Limit applies to online CPF lump sum withdrawals made under withdrawals for immediate needs for members aged 55 and above.   A default online Daily Withdrawal Limit of $2,000 a day is applied to all CPF members aged 55 and above. You can adjust the online Daily Withdrawal Limit up to a maximum of $200,000, at any time under Account settings via Singpass authentication. Please note that any increase to the online Daily Withdrawal Limit will be subject to enhanced authentication measures and a 12-hour cooling period .   If you do not plan to withdraw soon, you may wish to consider activating the CPF Withdrawal Lock or lowering your DWL to better safeguard your CPF savings."
"If I have withdrawn under the Reduced Life Expectancy scheme, can I still apply to withdraw a lump sum at age 55 and payout eligibility age for my immediate retirement needs?",if-i-have-withdrawn-under-the-reduced-life-expectancy-scheme-can-i-still-apply-to-withdraw-a-lump-sum-at-age-55-and-payout-eligibility-age-for-my-immediate-retirement-needs,"No, you will no longer be able to withdraw a lump sum at age 55 and payout eligibility age for your immediate retirement needs as the withdrawal savings are already paid out to you earlier under the Reduced Life Expectancy scheme."
"If I have withdrawn under the Reduced Life Expectancy scheme, can I continue to use my Ordinary Account savings to service my housing loan?",if-i-have-withdrawn-under-the-reduced-life-expectancy-scheme-can-i-continue-to-use-my-ordinary-account-savings-to-service-my-housing-loan,"Yes, you can continue to use your Ordinary Account savings to service your housing loan, subject to existing housing rules, even if you have withdrawn under the Reduced Life Expectancy scheme."
Why do I need to declare my health condition when I apply for my Home Protection Scheme cover?,why-do-i-need-to-declare-my-health-condition-when-i-apply-for-my-home-protection-scheme-cover,"You must declare your health condition fully and truthfully when you apply for your Home Protection Scheme (HPS) cover because that is how the mortgage protection insurance works. Your eligibility for an HPS cover is subject to approval and you being in good health.   This is in line with the industry practice where applicants have to truthfully declare their health conditions and may need to attend a medical examination.   Any HPS cover issued based on false/misleading information could be voided at any time, and any insurance claim would be denied. In such a situation, any premiums paid will also not be refunded. To avoid this, members need to declare fully and truthfully their health conditions when applying for HPS."
What if I do not declare my health condition when I apply for a Home Protection Scheme cover?,what-if-i-do-not-declare-my-health-condition-when-i-apply-for-a-home-protection-scheme-cover,"It is important to declare your health condition fully and truthfully when applying for a Home Protection Scheme (HPS) cover. Failing to do so will result in your HPS cover being voided at any time and any claim being denied. In such cases, any premiums paid will not be refunded to you."
Why can't the refund be paid to a non-local bank account since I have provided the bank statement for verification?,why-can-t-the-refund-be-paid-to-a-non-local-bank-account-since-i-have-provided-the-bank-statement-for-verification,"To better protect employers from scams, we will only refund to the employer’s Direct Debit account, or OCBC and UOB bank accounts where CPF Board is able to perform automated bank account verification with the banks. This ensures that payment will only be made to a bank account belonging to the employer.   If you have a bank account with any of the eGIRO participating banks , you should apply for DDA online as the refunds made via cheques may take a maximum of 14 working days to reach you."
Why can't the refund be paid to a non-local bank account since I have provided the bank statement for verification?,why-can-t-the-refund-be-paid-to-a-non-local-bank-account-since-i-have-provided-the-bank-statement-for-verification,"To better protect employers from scams, we will only refund to the employer’s Direct Debit account, or OCBC and UOB bank accounts where CPF Board is able to perform automated bank account verification with the banks. This ensures that payment will only be made to a bank account belonging to the employer.   If you have a bank account with any of the eGIRO participating banks , you should apply for DDA online as the refunds made via cheques may take a maximum of 14 working days to reach you."
Will the payouts be made directly to persons with disabilities?,will-the-payouts-be-made-directly-to-persons-with-disabilities,"If the person with disabilities is 18 years old or above, and is of sound mind at point of disbursement, the disbursement will be made to the person with disabilities via his/her bank account. If the person with disabilities is below 18 years old, the disbursement will be made to the legal guardian or the court-appointed deputy (if he has one), when the deputy or legal guardian applies to the Board on behalf of the person with disabilities. If the person with disabilities is 18 years old or above and lacks mental capacity: If he made a valid Lasting Power of Attorney to appoint a donee, CPF Board would make payment to the donee when he steps forward to apply on behalf of the person with disabilities. If he had not made a valid Lasting Power of Attorney, a third party may apply to the court to be appointed as the Special Needs Savings Scheme (SNSS) nominee's deputy, and the Board will make payment to the court-appointed deputy when he applies to the Board on behalf of the person with disabilities."
"What are the potential risks if I use an email service which does not comply to Domain-based Message Authentication, Reporting & Conformance (DMARC) policies?",what-are-the-potential-risks-if-i-use-an-email-service-which-does-not-comply-to-domain-based-message-authentication-reporting-conformance-dmarc-policies,"If your email service does not comply to Domain-based Message Authentication, Reporting & Conformance (DMARC) policies, there is a higher risk of receiving spoofed emails sent from scammers impersonating trusted senders such as CPF Board. This is because such a service provider might not take action to verify who is sending the email before it goes into your inbox."
How do I apply for a GIRO payment plan for my/my dependant's outstanding MediShield Life and/or CareShield Life premiums?,how-do-i-apply-for-a-giro-payment-plan-for-my-my-dependant-s-outstanding-medishield-life-premiums,You can use your own or a third party’s bank account to apply for a GIRO payment plan for your/your dependant's outstanding MediShield Life and/or CareShield Life premiums by clicking on Set up GIRO for healthcare premiums to submit the request.  The duration of a standard GIRO payment plan for the outstanding MediShield Life and/or CareShield Life premiums can be up to 12 months.
Where can I find advice on tax issues?,where-can-i-find-advice-on-tax-issues,"For tax issues, such as queries on IR8A form, please visit IRAS's website ."
"If I have made a CPF nomination, how will my CPF savings be paid to my nominees?",if-i-have-made-a-cpf-nomination-how-will-my-cpf-savings-be-paid-to-my-nominees,"By default, your nominee(s) will receive the CPF savings due to them in cash or GIRO.   If you have made a CPF nomination, you can check your details to find out how your CPF savings will be distributed to your nominee(s).   Special Needs Savings Scheme (SNSS)   If you have made a nomination under the Special Needs Savings Scheme, your children will receive your CPF savings on a monthly basis upon your demise. Find out more about SNSS Nomination .   Please contact the Board if you have any enquiries on the above."
What are the changes to the use of CPF for housing effective from 10 May 2019?,what-are-the-changes-to-the-use-of-cpf-for-housing-effective-from-10-may-2019,Please refer to the  press release  for information on the changes to the use of CPF for housing effective from 10 May 2019.
How much do I need to refund when I sell my property after I made a voluntary housing refund?,how-much-do-i-need-to-refund-when-i-sell-my-property-after-i-made-a-voluntary-housing-refund,"On sale of your property, the selling price will be distributed, in the following order:   1. Outstanding housing loan 2. CPF principal amount withdrawn for the property, and its accrued interest 3. Other sale expenses, e.g. legal fees   The amount to refund depends on how much you have voluntarily refunded:   Full voluntary housing refund of all your CPF principal withdrawn with accrued interest   If you had made a full voluntary housing refund of all your CPF principal withdrawn with accrued interest and did not use further CPF savings for your loan repayments, you do not need to make any refund to your CPF account on sale of your property.   Check your  Home ownership dashboard  for the amount of CPF to be refunded (if any).   Partial voluntary housing refund of all your CPF principal withdrawn with accrued interest   If you made a partial voluntary housing refund of your CPF principal withdrawn with accrued interest and/or continued to use further CPF savings for your loan repayments, you need to refund the remaining CPF principal amount withdrawn for your property, including the accrued interest (P+I) on  sale of your property .     Check your  Home ownership dashboard  for the amount of CPF to be refunded (if any)."
"I received an anonymous call claiming that I can sign up for a new CPF Scheme that allows me to withdraw my CPF savings, and the caller offered to meet me to sign an application form. Is it a scam?",i-received-an-anonymous-call-claiming-that-i-can-sign-up-for-a-new-cpf-scheme-that-allows-me-to-withdraw-my-cpf-savings-and-the-caller-offered-to-meet-me-to-sign-an-application-form-is-it-a-scam,"Yes, it is a scam. CPF Board officers will not solicit sign-ups for CPF Schemes which involve the withdrawal of CPF savings. Members who wish to perform transactions with the Board should use my cpf digital services instead.   In the unfortunate event that you fall prey to a scam, we recommend taking the following actions immediately: Alert your bank to freeze the affected bank account. Reset your Singpass password if you think your Singpass has been compromised. For further assistance, please contact the official Singpass 24/7 helpdesk at 6335 3533. If you are 55 and above, activate the CPF Withdrawal Lock under Account settings to disable online CPF withdrawals instantly. File a police report and provide all details."
I submitted reimbursements via E-File today. I realised there was a mistake in my submission only after I submitted the excel file. What should I do?,i-submitted-reimbursements-via-e-file-today-i-realised-there-was-a-mistake-in-my-submission-only-after-i-submitted-the-excel-file-what-should-i-do,"You can override your previous submission by resubmitting the amended submission file within the same day before 5:30pm.   For further clarification, please  write to us . "
How does the Board calculate the accrued interest on the amount of CPF used for my property?,how-does-the-board-calculate-the-accrued-interest-on-the-amount-of-cpf-used-for-my-property,Accrued interest is the interest amount that you would have earned if your CPF savings had not been withdrawn for housing. The interest is computed on the CPF principal amount withdrawn for housing on a monthly basis (at the current CPF Ordinary Account interest rate) and compounded yearly. You can view the applicable CPF interest rates for the various periods.
What happens if my nominee and I (e.g. husband and wife) nominate each other and both of us pass away simultaneously?,what-happens-if-my-nominee-and-i-e-g-husband-and-wife-nominate-each-other-and-both-of-us-pass-away-simultaneously,"In the event of simultaneous death, the older person is deemed to have died first.   Please see below for examples to illustrate the above.   Example 1: Where you and your nominee have nominated each other only   If you are older than your nominee, your CPF savings will be paid to your younger nominee's estate.   If you are younger than your nominee, it is deemed that your older nominee has died first and there is therefore no nominee. Your CPF savings will be forwarded to the Public Trustee’s Office for distribution to your family members in accordance with the Intestate Succession Act (Cap 146) for Non-Muslims, and the Administration of Muslim Law Act for Muslims.   Example 2: Where you and your nominee (e.g. spouse) have nominated each other, and other people   Assuming you appointed the nominees as follows: Spouse - 60% Mother - 30% Son - 10%   If you are the older spouse, 60% of your CPF savings will be paid to your spouse's estate. Your mother and son will receive 30% and 10% of your CPF savings respectively.   If you are the younger spouse, it is deemed that your spouse has died first. His/her share of your CPF savings will be passed on to the surviving nominees in the same proportion as their specified shares.   Your mother and son will receive your CPF savings as follows : Mother - 75% [original 30% + 3/4 of your spouse's share (equivalent to 45%) Son - 25% [original 10% + 1/4 of your spouse's share (equivalent to 15%)"
What happens if my nominee and I (e.g. husband and wife) nominate each other and both of us pass away simultaneously?,what-happens-if-my-nominee-and-i-e-g-husband-and-wife-nominate-each-other-and-both-of-us-pass-away-simultaneously,"In the event of simultaneous death, the older person is deemed to have died first.   Please see below for examples to illustrate the above.   Example 1: Where you and your nominee have nominated each other only   If you are older than your nominee, your CPF savings will be paid to your younger nominee's estate.   If you are younger than your nominee, it is deemed that your older nominee has died first and there is therefore no nominee. Your CPF savings will be forwarded to the Public Trustee’s Office for distribution to your family members in accordance with the Intestate Succession Act (Cap 146) for Non-Muslims, and the Administration of Muslim Law Act for Muslims.   Example 2: Where you and your nominee (e.g. spouse) have nominated each other, and other people   Assuming you appointed the nominees as follows: Spouse - 60% Mother - 30% Son - 10%   If you are the older spouse, 60% of your CPF savings will be paid to your spouse's estate. Your mother and son will receive 30% and 10% of your CPF savings respectively.   If you are the younger spouse, it is deemed that your spouse has died first. His/her share of your CPF savings will be passed on to the surviving nominees in the same proportion as their specified shares.   Your mother and son will receive your CPF savings as follows : Mother - 75% [original 30% + 3/4 of your spouse's share (equivalent to 45%) Son - 25% [original 10% + 1/4 of your spouse's share (equivalent to 15%)"
What is email spoofing?,what-is-email-spoofing,Email spoofing is a form of cyberattack in which emails are manipulated to make it seem as if they are sent by a trusted source. Email spoofing is used in phishing attempts because people are more likely to open an email when they think it has been sent by a known sender. Email scammers try to trick recipients into opening or responding to the message.
"If I am 55 and would like to make a CPF transfer, in what order will my savings be transferred?",if-i-am-55-and-would-like-to-make-a-cpf-transfer-in-what-order-will-my-savings-be-transferred,"  CPF transfers to your Retirement Account (RA)   If you are 55 or above, your CPF savings will be transferred to your RA in the following order: Special Account (SA) Ordinary Account (OA) CPF transfers to your  loved ones   If you are 55 or above, your CPF savings will be transferred to your loved ones in the following order: OA SA RA* *If you use your RA savings for the transfer, you may no longer have enough savings to meet your Full Retirement Sum (FRS). In that case, the next time you apply for a withdrawal from your OA and SA, a portion or all of the savings will be used to meet your FRS in the RA."
"I have several email addresses. Can I use the utility tool to check if they are Domain-based Message Authentication, Reporting & Conformance (DMARC)-compliant?",i-have-several-email-addresses-can-i-use-the-utility-tool-to-check-if-they-are-domain-based-message-authentication-reporting-conformance-dmarc-compliant,"We have designed the utility tool (beta version) to provide additional assurance that it is safe to receive and open emails sent by CPF Board. To prevent misuse of the tool, we require you to login with your Singpass and the tool will use the email address that you have registered in CPF Board’s records. You will thus not be able to use the tool to check if other email addresses are Domain-based Message Authentication, Reporting & Conformance (DMARC)-compliant. "
"Which email service providers can identify and filter incoming Domain-based Message Authentication, Reporting & Conformance (DMARC)-compliant emails?",which-email-service-providers-can-identify-and-filter-incoming-domain-based-message-authentication-reporting-conformance-dmarc-compliant-emails,"If your email service provider is Yahoo or Gmail, your email domain is able to identify and filter incoming Domain-based Message Authentication, Reporting & Conformance (DMARC)-compliant emails. This list is not exhaustive and there are other email service providers which are DMARC-compliant."
What are the terms and conditions to use my CPF savings to buy a Housing & Development Board flat or a private property?,what-are-the-terms-and-conditions-to-use-my-cpf-savings-to-buy-a-housing-development-board-flat-or-a-private-property,You can refer to the terms and conditions to use your CPF savings to buy a property.
"I am 55, can I transfer my Ordinary Account savings to my Special Account to earn a higher interest rate?",i-am-55-can-i-transfer-my-ordinary-account-savings-to-my-special-account-to-earn-a-higher-interest-rate,"No, you will not be able to make CPF transfers to your Special Account (SA) after you turn 55. Instead, your transfers will be made to your Retirement Account (RA), which was created for your retirement needs.   Did you know? If you wish to earn higher interest on your Ordinary Account (OA) savings (which earns at least 2.5% interest* per annum) and boost your monthly payouts, you can make a CPF transfer to your RA (which earns at least 4% interest* per annum), up to the current Enhanced Retirement Sum. Do note that for CPF transfers to RA, your SA savings (if any) will be transferred first followed by your OA savings.   * Based on the current interest rate floor on Ordinary and Retirement Account monies."
I have withdrawn my CPF savings on Reduced Life Expectancy. Why do I need to refund the CPF principal amount and accrued interest when I sell my property?,i-have-withdrawn-my-cpf-savings-on-reduced-life-expectancy-why-do-i-need-to-refund-the-cpf-principal-amount-and-accrued-interest-when-i-sell-my-property,"The CPF savings that you had previously withdrawn for your property did not form part of the amount approved for withdrawal of CPF on Reduced Life Expectancy. Therefore, upon the sale of your property, the CPF principal amount withdrawn for the property and the accrued interest will need to be refunded to your CPF account. You can apply to withdraw the refunded amount under Reduced Life Expectancy if you are eligible to."
"How will the increase in the annual matching grant from $600 to $2,000 per year from 2025 help seniors better meet their retirement needs?",how-will-the-increase-in-the-annual-matching-grant-from-600-to-2-000-per-year-from-2025-help-seniors-better-meet-their-retirement-needs,"Eligible seniors can top up more to their CPF retirement savings and receive the higher matching grant amount. Correspondingly, they will also receive higher monthly CPF payouts. For instance, a senior aged 55 in 2025 who makes a cash top-up of $2,000 per year over the next 10 years will see an increase in CPF retirement savings of at least $48,000 (inclusive of matching grants and CPF interest) in 2035, which translates to about a $260 increase in monthly CPF payouts*.   *Estimation for a male member that starts payout at age 65 on the CPF LIFE Standard Plan."
How does the closure of my Special Account affect the amount of tax relief that I can earn when I top up my Retirement Account in cash?,how-does-the-closure-of-my-special-account-affect-the-amount-of-tax-relief-that-i-can-earn-when-i-top-up-my-retirement-account-in-cash,"For members 55 and above, with the closure of your Special Account (SA) , your SA savings which are non-withdrawable will be transferred to your Retirement Account (RA), up to your Full Retirement Sum (FRS) to increase your monthly payouts.   Tax relief is only for cash top-ups up to the current FRS, and this has not changed. You can continue to enjoy tax relief on such top-ups within the current FRS."
How do I make a cash top-up to receive the matching grant under Matched Retirement Savings Scheme?,how-do-i-make-a-cash-top-up-to-receive-the-matching-grant-under-matched-retirement-savings-scheme,"You can make a cash top-up to yourself or your loved ones via the CPF website or CPF mobile app . Your cash top-up will generally be credited almost instantly upon successful payment.   Consider making regular monthly or yearly cash top-ups conveniently via GIRO , without the hassle of completing the application form every time you top up.   You may want to check whether you or your loved ones are eligible for the Matched Retirement Savings Scheme before making a cash top-up."
How much CPF savings can I invest?,how-much-cpf-savings-can-i-invest,"You can find out how much CPF savings you can invest by logging in to my cpf digital services   with your Singpass > Select  my cpf > My dashboards > Investment. You can also refer to the list of instruments available for investment under the CPF Investment Scheme ( PDF, 0.1MB) to learn about the instruments that you can invest in.   The first $60,000 of your combined CPF accounts earns extra interest. To enable members to earn extra interest, monies in excess of $20,000 in your Ordinary Account and $40,000 in your Special Account can be invested. This requirement applies to all members, even if you are aged 55 and above and have set aside the Full Retirement Sum, due to the inherent risk associated with investments which applies across all age groups.   Details on the instruments included under the CPF Investment Scheme   You can refer to Annex A (PDF, 48KB) for more details on the instruments included under the CPF Investment Scheme. You may wish to refer to the risk classification tables for unit trusts (PDF, 0.1MB), investment-linked insurance products (PDF, 0.2MB) and exchange traded funds (PDF, 40KB) which CPF monies can be invested in."
I have withdrawn my CPF savings on Reduced Life Expectancy. Can I withdraw any further CPF savings after refunds from the sale of my property are credited?,i-have-withdrawn-my-cpf-savings-on-reduced-life-expectancy-can-i-withdraw-any-further-cpf-savings-after-refunds-from-the-sale-of-my-property-are-credited,"Once refunds from the sale of your property have been credited, you can submit an  online request with your Singpass to CPF for an assessment of your eligibility for further withdrawal under Reduced Life Expectancy.   If you have previously withdrawn your CPF savings on Reduced Life Expectancy, you may be eligible to withdraw further savings from your Special and Ordinary accounts. However, this is subject to your medical condition remaining unchanged.   We will review your request and inform you of your eligibility status."
How do I use my CPF to apply for Singapore Government Bonds and Treasury Bills (T-bills) at primary auctions? Can the application be submitted using online or ATM services?,how-do-i-use-my-cpf-to-apply-for-singapore-government-bonds-and-treasury-bills-t-bills-at-primary-auctions-can-the-application-be-submitted-using-online-or-atm-services,"  For CPF Investment Scheme-Ordinary Account (CPFIS-OA) Please apply for the bonds and T-bills through your CPFIS-OA agent bank. Application is restricted to your CPFIS-OA agent bank to facilitate the settlement process for bonds and T-bills purchased under CPFIS-OA.   DBS/POSB : Apply through DBS/POSB's internet banking portal or digibank mobile. OCBC : Apply through OCBC’s internet banking portal or OCBC Digital application. UOB : Apply for SGS bonds in person at any UOB branch. Apply for T-bills through UOB’s internet banking portal For step-by-step guide on how to submit your application through your CPFIS-OA agent bank’s electronic portal, you may visit their website, DBS (scroll to dropdown menu “How to apply?”),  OCBC (scroll to section “Invest digitally into T-bills & SGS bonds with your CPF”) and UOB (scroll to section ""Things you should know"").   After the T-bills auction closes, you can check the aggregate results of the auction at the Monetary Authority of Singapore’s website . If your application is successful, the T-bills allotted to you will be reflected in the CPF investment account statement sent by your agent bank.   For CPF Investment Scheme-Special Account (CPFIS-SA) You may apply for the bonds and T-bills via any of the CPFIS bond dealers (i.e. DBS, OCBC or UOB).   DBS/POSB : Apply in person at any DBS/POSB branch. OCBC : Apply through OCBC’s internet banking portal or OCBC Digital application. UOB : Apply in person at any UOB branch. For step-by-step guide on how to submit your application through the CPFIS bond dealer’s electronic portal, you may visit their website, OCBC (scroll to section “Invest digitally into T-bills & SGS bonds with your CPF”).   After the T-bills auction closes, you can check the aggregate results of the auction at the Monetary Authority of Singapore’s website . If your application is successful, the T-bills allotted to you will be reflected in your Special Account investment portfolio statement .  "
Is there a deadline for me to claim the deceased member's CPF savings?,is-there-a-deadline-for-me-to-claim-the-deceased-member-s-cpf-savings,You are encouraged to claim the deceased member's CPF savings as early as possible. You can do so anytime by submitting an online application .
What actions should Fund Management Companies/insurers take if their existing CPF Investment Scheme List A funds are unable to comply with the Total Expense Ratio (TER) caps?,what-actions-should-fund-management-companies-insurers-take-if-their-existing-cpf-investment-scheme-list-a-funds-are-unable-to-comply-with-the-total-expense-ratio-ter-caps,"Fund Management Companies (FMCs)/insurers have undertaken to comply with the Total Expense Ratio (TER) caps for funds included under CPF Investment Scheme. If their List A funds are not able to comply with the new TER caps from 2016, FMCs/insurers will be required to compensate the funds for the difference between the actual expense ratios and the new TER caps . The funds would then be downgraded to List B with effect from the implementation date (see relevant reporting period , (PDF, 0.1MB)). Under List B, funds are not allowed to take in new CPF monies."
What should I do if I would like to use the CPF Housing Top-Up Grant for my Housing & Development Board flat?,what-should-i-do-if-i-would-like-to-use-the-cpf-housing-top-up-grant-for-my-housing-development-board-flat,The steps you need to take depend on the type of loan you have taken.   For HDB loan   You will need to complete the CPF withdrawal form (PHS9) at an HDB Branch. Please note that services at HDB office and Branches are by appointment only. Book an appointment to visit any of the HDB branches via the e-Appointment system . Your application will generally be processed within three to five working days upon the receipt of your request from HDB.   For bank loan   You can submit your request online via cpf.gov.sg/hdbbankloan . Your application will generally be processed within five working days upon the receipt of your request.
"I am a family member of a deceased CPF member, but I am not a nominee. How can I access the member's CPF account information?",i-am-a-family-member-of-a-deceased-cpf-member-but-i-am-not-a-nominee-how-can-i-access-the-member-s-cpf-account-information,"If CPF Board is notified of the death of the member before 1 February 2024   Only authorised persons appointed by a deceased member can view the deceased member’s CPF information. If you are an authorised person, please submit a request to view the deceased member’s CPF information.   If CPF Board is notified of the death of the member on or after 1 February 2024   If you are an eligible family member under the intestacy laws, please submit a request via FormSG with supporting documents to prove your relationship with the deceased member. The Board will review your request within 10 working days and inform you how to access the deceased member’s CPF account information.   If you do not have Singpass, you can apply for a Singpass online.   If you are not a Singapore Citizen or Permanent Resident, please submit a  request .   To check your eligibility to access the deceased member’s CPF account information, please refer to the FAQ ."
Who is a proper claimant and when can they claim monies due to the deceased member/nominee's estate?,who-is-a-proper-claimant-and-when-can-they-claim-monies-due-to-the-deceased-member-nominee-s-estate,"A proper claimant is a beneficiary, usually a family member, of the deceased member/nominee. The proper claimant can claim monies due to the deceased member/nominee's estate via an application process in the scenarios as stated below, where individual items do not exceed $50,000:   Dividends, sale proceeds and other monies in respect of discounted Singtel shares belonging to a deceased member who passed away before 1 January 1996 or did not make a nomination , and who does not have any personal representatives; or Nominated CPF savings that would have been paid to the deceased nominee who had passed away before he could receive it. For more details, please write to us ."
How long will my monthly payouts last if I am not on CPF LIFE?,how-long-will-my-monthly-payouts-last-if-i-am-not-on-cpf-life,"If you are not automatically included CPF LIFE and did not  opt to join CPF LIFE to enjoy lifelong payouts, you will receive monthly payouts which will stop when your CPF savings run out. Your monthly payouts are calculated to last you up to 20 years, with the extra interest earned on your retirement savings helping to extend the payout duration up to 90 years old.   Find out why you should be concerned about outliving your savings."
What is Supplementary Retirement Scheme?,what-is-supplementary-retirement-scheme,"The Supplementary Retirement Scheme (SRS) is part of the Government's multi-pronged strategy to address the financial needs of a greying population. It is a voluntary scheme that complements the CPF. Participants can contribute a varying amount to SRS (subject to a cap) at their own discretion. The contributions may be used to purchase various investment instruments. The SRS offers attractive tax benefits. Contributions to SRS are eligible for tax relief, investment returns are accumulated tax-free (with the exception of Singapore dividends), and only 50% of the withdrawals from SRS are taxable at retirement.   You may wish to find out more information on SRS ."
What happens to the CPF savings if the nominee passed away before he could receive the CPF savings of the deceased member?,what-happens-to-the-cpf-savings-if-the-nominee-passed-away-before-he-could-receive-the-cpf-savings-of-the-deceased-member,"The CPF savings would form part of the deceased nominee's estate and would be paid to the Executor/Administrator appointed under the Grant of Probate (GP)/Letters of Administration (LA).   If there is no Executor/Administrator appointed, the CPF savings may be paid to a proper claimant if the sum does not exceed $50,000."
Where can I find more information on what happens to my CPF accounts when I turn 55 and the available options I have in planning for my retirement?,where-can-i-find-more-information-on-what-happens-to-my-cpf-accounts-when-i-turn-55-and-the-available-options-i-have-in-planning-for-my-retirement,"You will receive a letter from CPF Board a few months before your 55 th  birthday, providing you with more information.   The letter will give you details on how to make an appointment to attend the CPF Retirement Planning Service (CRPS), which is a one-to-one session where you will get personalised information about the CPF rules that will affect you when you turn 55.   If you prefer, you can also view your  personalised retirement planner online , which is available six months before your 55th birthday.  Find out more about the CPF planner – retirement income.   Finally, you can attend our  talks  to learn more about planning for your retirement."
